MSA_Name,Year,Available_SF_Total,Counterfactual_Space_SF,Adv_Weight_LQ,Adv_Weighted_Available_SF_Total,Adv_Weighted_Counterfactual_SF
"Albany-Schenectady-Troy, NY",2008,6827720.0,8812652.598312054,0.5135192464943624,3506165.629674488,4525466.721901791
"Albany-Schenectady-Troy, NY",2009,7840417.0,9738310.440484742,0.5135192464943624,4026205.0300415894,5000809.839525907
"Albany-Schenectady-Troy, NY",2010,8027578.0,9914168.41112884,0.5135192464943624,4122315.805734721,5091116.292101092
"Albany-Schenectady-Troy, NY",2011,8671399.0,9602910.724033114,0.5135192464943624,4452930.280531968,4931279.4791581165
"Albany-Schenectady-Troy, NY",2012,7637095.0,8217632.926653041,0.5135192464943624,3921795.269805863,4219912.668462131
"Albany-Schenectady-Troy, NY",2013,7716261.0,8719054.294270525,0.5135192464943624,3962448.5344738355,4477402.191337235
"Albany-Schenectady-Troy, NY",2014,6982725.0,7430008.57041992,0.5135192464943624,3585763.6804773468,3815452.402528692
"Albany-Schenectady-Troy, NY",2015,6511727.0,7524767.934335391,0.5135192464943624,3343897.142416995,3864113.15968485
"Albany-Schenectady-Troy, NY",2016,5767523.0,5102528.298687155,0.5135192464943624,2961734.0650989045,2620246.4871579893
"Albany-Schenectady-Troy, NY",2017,3997693.0,3935898.116638046,0.5135192464943624,2052892.297075787,2021159.4351345496
"Albany-Schenectady-Troy, NY",2018,2937437.0,3291205.7461320814,0.5135192464943624,1508430.4348646605,1690097.4948116622
"Albany-Schenectady-Troy, NY",2019,2852513.0,2869717.90457657,0.5135192464943624,1464820.3263753732,1473655.3760095409
"Albany-Schenectady-Troy, NY",2020,3218704.0,2361042.061377755,0.5135192464943624,1652866.4527683903,1212440.540300201
"Albany-Schenectady-Troy, NY",2021,2323304.0,2828872.150355713,0.5135192464943624,1193061.3194573382,1452680.2950795526
"Albany-Schenectady-Troy, NY",2022,1922713.0,2203760.929848562,0.5135192464943624,987350.1309849151,1131673.652149549
"Albany-Schenectady-Troy, NY",2023,2421250.0,2517166.1387721756,0.5135192464943624,1243358.475574475,1292613.2588834113
"Albuquerque, NM",2007,2695045.0,2669502.109545818,0.5090982787938527,1372042.770771979,1359038.9292063348
"Albuquerque, NM",2008,3132629.0,3158213.932003091,0.5090982787938527,1594816.0319997082,1607841.2768455395
"Albuquerque, NM",2009,4597016.0,4298047.106874272,0.5090982787938527,2340332.933187802,2188128.3842845904
"Albuquerque, NM",2010,4707790.0,4526310.597873813,0.5090982787938527,2396727.785922912,2304336.9346639323
"Albuquerque, NM",2011,4659207.0,4679303.961042442,0.5090982787938527,2371994.26424427,2382225.5925199646
"Albuquerque, NM",2012,4875641.0,4857493.970848625,0.5090982787938527,2482180.441116739,2472941.8198105516
"Albuquerque, NM",2013,4067831.0,3979123.3875057413,0.5090982787938527,2070925.7605242766,2025764.8676875376
"Albuquerque, NM",2014,4018512.0,3662852.8724974757,0.5090982787938527,2045817.5425124427,1864752.0928635842
"Albuquerque, NM",2015,3398109.0,3681281.353862073,0.5090982787938527,1729971.4430539,1874134.0010070852
"Albuquerque, NM",2016,3314221.0,3282519.038488803,0.5090982787938527,1687264.2066424415,1671124.792602702
"Albuquerque, NM",2017,2466713.0,2732391.8747044588,0.5090982787938527,1255799.3425784209,1391056.0004023483
"Albuquerque, NM",2018,2080374.0,2045645.3718192314,0.5090982787938527,1059114.8226474826,1041434.5378157815
"Albuquerque, NM",2019,1415968.0,2024052.8934725656,0.5090982787938527,720866.8716271741,1030441.8442546005
"Albuquerque, NM",2020,1508283.0,1656222.3842790427,0.5090982787938527,767864.2792340285,843179.9651363116
"Albuquerque, NM",2021,1246338.0,1643268.2706622663,0.5090982787938527,634508.5305953728,836585.0481907107
"Albuquerque, NM",2022,1317178.0,1477756.035904771,0.5090982787938527,670573.0526651293,752323.0543563457
"Albuquerque, NM",2023,1984652.0,1660580.8479331057,0.5090982787938527,1010382.9172047774,845398.8514807805
"Allentown-Bethlehem-Easton, PA-NJ",2006,8122125.0,8475788.561450057,0.4743475308254422,3852709.9388055946,4020469.375922361
"Allentown-Bethlehem-Easton, PA-NJ",2007,12710660.0,10478228.006195588,0.4743475308254422,6029270.186161715,4970321.582164873
"Allentown-Bethlehem-Easton, PA-NJ",2008,13061076.0,12937265.570021246,0.4743475308254422,6195489.150523443,6136759.978772584
"Allentown-Bethlehem-Easton, PA-NJ",2009,14498127.0,15617439.890669353,0.4743475308254422,6877150.744043675,7408094.049953772
"Allentown-Bethlehem-Easton, PA-NJ",2010,11226227.0,14898833.265870614,0.4743475308254422,5325133.057935911,7067224.771845684
"Allentown-Bethlehem-Easton, PA-NJ",2011,11080526.0,13121938.70961829,0.4743475308254422,5256020.148347113,6224359.226550225
"Allentown-Bethlehem-Easton, PA-NJ",2012,12049787.0,11074990.06302108,0.4743475308254422,5715786.710422512,5253394.190310358
"Allentown-Bethlehem-Easton, PA-NJ",2013,11945929.0,13166881.991475957,0.4743475308254422,5666521.924566044,6245677.961326601
"Allentown-Bethlehem-Easton, PA-NJ",2014,9813506.0,12979084.93340794,0.4743475308254422,4655012.339840662,6156596.890535755
"Allentown-Bethlehem-Easton, PA-NJ",2015,12221240.0,8750105.866062555,0.4743475308254422,5797115.017625127,4150591.1120279906
"Allentown-Bethlehem-Easton, PA-NJ",2016,10352984.0,9698954.076711778,0.4743475308254422,4910912.397075309,4600674.917877588
"Allentown-Bethlehem-Easton, PA-NJ",2017,11185375.0,10984069.340549279,0.4743475308254422,5305755.01260663,5210266.1701049935
"Allentown-Bethlehem-Easton, PA-NJ",2018,9447154.0,7880735.091530109,0.4743475308254422,4481234.1732276995,3738207.231756722
"Allentown-Bethlehem-Easton, PA-NJ",2019,11029342.0,8248853.904769697,0.4743475308254422,5231741.144329344,3912823.481867313
"Allentown-Bethlehem-Easton, PA-NJ",2020,14529189.0,6963302.307517291,0.4743475308254422,6891884.927046175,3303025.255961931
"Allentown-Bethlehem-Easton, PA-NJ",2021,10801835.0,7405548.554459563,0.4743475308254422,5123823.76063384,3512803.6712158164
"Allentown-Bethlehem-Easton, PA-NJ",2022,9775088.0,5455873.662646595,0.4743475308254422,4636788.85640141,2587980.200371974
"Allentown-Bethlehem-Easton, PA-NJ",2023,12611225.0,4477986.522816141,0.4743475308254422,5982103.439434087,2124121.850167444
"Atlanta-Sandy Springs-Roswell, GA",2006,77004348.0,70478764.58326156,0.4640677266690433,35735232.71999189,32706920.058596876
"Atlanta-Sandy Springs-Roswell, GA",2007,84726789.0,91429174.5240327,0.4640677266690433,39318968.359197706,42429329.17259506
"Atlanta-Sandy Springs-Roswell, GA",2008,101699134.0,97664873.89045487,0.4640677266690433,47195285.919590406,45323116.0017622
"Atlanta-Sandy Springs-Roswell, GA",2009,117755225.0,125089384.52012119,0.4640677266690433,54646399.56915169,58049946.304682456
"Atlanta-Sandy Springs-Roswell, GA",2010,120156439.0,112354430.82747538,0.4640677266690433,55760725.49137757,52140065.295300774
"Atlanta-Sandy Springs-Roswell, GA",2011,115449352.0,100176944.35691327,0.4640677266690433,53576318.32805417,46488886.832363985
"Atlanta-Sandy Springs-Roswell, GA",2012,107638500.0,100755780.3606889,0.4640677266690433,49951553.99706581,46757505.94075033
"Atlanta-Sandy Springs-Roswell, GA",2013,95671284.0,95668796.4078841,0.4640677266690433,44397955.273388416,44396800.86217031
"Atlanta-Sandy Springs-Roswell, GA",2014,81143491.0,81400381.79961075,0.4640677266690433,37656075.40235997,37775290.13173752
"Atlanta-Sandy Springs-Roswell, GA",2015,74586898.0,71051982.06082226,0.4640677266690433,34613372.19415581,32972931.790295433
"Atlanta-Sandy Springs-Roswell, GA",2016,66387575.0,65912462.03281562,0.4640677266690433,30808331.00932061,30587846.414728373
"Atlanta-Sandy Springs-Roswell, GA",2017,59137186.0,62579012.3492014,0.4640677266690433,27443659.468624372,29040899.99808788
"Atlanta-Sandy Springs-Roswell, GA",2018,54593807.0,67609751.61709912,0.4640677266690433,25335223.904698502,31375503.73360586
"Atlanta-Sandy Springs-Roswell, GA",2019,58028925.0,64450503.94272323,0.4640677266690433,26929351.30579841,29909398.84737378
"Atlanta-Sandy Springs-Roswell, GA",2020,59430685.0,91239332.68892492,0.4640677266690433,27579862.88233401,42341229.70374992
"Atlanta-Sandy Springs-Roswell, GA",2021,53756514.0,84281159.97788858,0.4640677266690433,24946663.2456326,39112166.31196871
"Atlanta-Sandy Springs-Roswell, GA",2022,56839285.0,76107691.953423,0.4640677266690433,26377277.775443852,35319123.58685285
"Atlanta-Sandy Springs-Roswell, GA",2023,76271152.0,59325457.668537736,0.4640677266690433,35394980.119069055,27531030.273838867
"Augusta-Richmond County, GA-SC",2007,7968218.0,7432977.85974333,0.4641631362443883,3698553.0571589875,3450114.315013565
"Augusta-Richmond County, GA-SC",2008,8505085.0,7468739.612864088,0.4641631362443883,3947746.9276251034,3466713.602499694
